delivery_id,destination_name,destination_address,file_name,failed_reason,failed_at
bc3b8005-bc3a-4639-a7f4-e84dc32e1508,ファミリーマート,神奈川県川崎市中原区,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:08.836530+00:00
65474c81-b228-47ef-9b1d-42f841ea8c3d,みずほ銀行,神奈川県相模原市松が枝町1,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:09.368517+00:00
6f2d676a-a348-47f4-aa0f-37eaf1202edf,ファミリーマート,神奈川県川崎市多摩区,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:09.686400+00:00
a01bd882-1363-4e02-a1f5-2e8e3cc40b3c,南足柄郵便局,小田原山北線,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:09.982553+00:00
31f47471-2496-4f52-a530-e2ff05ac5907,鎌倉雪ノ下郵便局,若宮大路鎌倉市雪ノ下１－１０－６,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:10.313993+00:00
a97db964-f9dc-4479-9a16-f65bca272817,ローソンストア100,神奈川県横浜市翁町一丁目15,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:10.599187+00:00
95ec098c-af37-4160-9a30-174fbf70de51,ファミリーマート,神奈川県川崎市川崎区,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:10.890767+00:00
63f28131-8537-4617-825d-092cab63a734,ファミリーマート,神奈川県川崎市幸区,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:11.182524+00:00
bf22c865-57e6-4afc-a2fe-5ecb42d61e20,デイリーヤマザキ,Kanagawa-ken横浜市港北区日吉311,delivery_transaction_1000.csv,api_no_result,2026-05-13T04:18:11.470700+00:00
31fd42e7-a1c8-4545-971e-fe7118657490,スルガ銀行,若宮大路鎌倉市小町１－３－２０,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:11.771345+00:00
63dd26c7-7059-42dd-91b5-0ed2980816ae,ファミリーマート,神奈川県海老名市社家五丁目16,delivery_transaction_1000.csv,api_no_result,2026-05-13T04:18:12.063549+00:00
896ae3d2-f4fb-43ea-a611-4ac2935ff5df,セブン-イレブン,042-740-5330,delivery_transaction_1000.csv,api_no_result,2026-05-13T04:18:12.375244+00:00
72b99d9b-8192-4ea0-86e5-e0546ec879b6,ローソン,神奈川県海老名市3,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:12.688876+00:00
f296b671-1d1e-48b3-9162-be1daa294a9d,ローソン,神奈川県川崎市麻生区,delivery_transaction_1000.csv,api_invalid_result,2026-05-13T04:18:12.998235+00:00
