delivery_id,destination_name,destination_address,file_name,failed_reason,failed_at
22d5e5bf-f4ca-4f80-a677-8fc8a284dc7c,ファミリーマート,神奈川県川崎市中原区,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:56.091749+00:00
f2dcbe57-f78b-4f9e-908a-4a1f58e12d12,みずほ銀行,神奈川県相模原市松が枝町1,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:56.654285+00:00
a8c25d21-1cdb-4f22-b7d7-1e1d879f34e5,ファミリーマート,神奈川県川崎市多摩区,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:57.179517+00:00
90c275d5-8013-482e-b103-1e4b938ebbb0,南足柄郵便局,小田原山北線,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:57.634954+00:00
09fa9596-654d-4dbb-9f8b-92629d89245b,鎌倉雪ノ下郵便局,若宮大路鎌倉市雪ノ下１－１０－６,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:58.120914+00:00
28c1c48a-fc5e-4944-bdc7-e86aabfabc11,ローソンストア100,神奈川県横浜市翁町一丁目15,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:58.565058+00:00
564bc74d-5c21-4135-a0a5-f2d67e3276d0,ファミリーマート,神奈川県川崎市川崎区,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:59.021464+00:00
afa77022-c7e4-498a-814e-59d3722cc1fa,ファミリーマート,神奈川県川崎市幸区,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:16:59.486951+00:00
46f23bef-e26b-47fb-927e-19274529219a,デイリーヤマザキ,Kanagawa-ken横浜市港北区日吉311,delivery_transaction_1000.csv,api_no_result,2026-05-26T05:16:59.981754+00:00
df4f1198-09c9-4b81-ae09-daf08e75babf,スルガ銀行,若宮大路鎌倉市小町１－３－２０,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:17:00.523936+00:00
133c58f4-c62d-485d-977a-37883884c956,ファミリーマート,神奈川県海老名市社家五丁目16,delivery_transaction_1000.csv,api_no_result,2026-05-26T05:17:00.993507+00:00
ab0dfb7b-d1ee-4f02-b3b1-726f31ea077a,セブン-イレブン,042-740-5330,delivery_transaction_1000.csv,api_no_result,2026-05-26T05:17:01.500285+00:00
1313e3be-ae16-4cfc-87e8-e2d001dca11b,ローソン,神奈川県海老名市3,delivery_transaction_1000.csv,api_invalid_result,2026-05-26T05:17:01.967527+00:00
